C1
X1,X2,Class
3.39838271447224,3.98424096240546,E
5.45717678948436,5.63579685338349,E
2.47116432617688,4.61805536033971,E
2.06945461959994,3.49507407516793,E
1.67484535919992,4.13050532690282,E
3.01363028923398,4.9024598793945,E
2.19907537279744,3.99322145889764,E
5.0813124624985,3.78438460217109,E
3.73502061824654,4.19855291907938,E
4.66714871676851,3.10505410584074,E
3.53070404080422,7.021148015269,E
4.38392318412828,5.54774359508192,E
3.28667763621639,5.35136000957018,E
3.42746211598685,5.39701408136465,E
3.89932308873959,3.86704939223594,E
1.75699459728535,3.93455723157938,E
2.82784530688791,5.17193064434658,E
2.63099471108614,3.34457756962309,E
3.15649534918821,5.3632607104203,E
4.50924272831974,3.3564764244625,E
3.18279468876601,5.69647964660032,E
2.61015869934555,3.82847487654701,E
4.40296519832011,4.69165753784118,E
4.17215511815763,4.28374042280596,E
4.29116517973043,3.93917142026981,E
1.65651610710112,4.70703842688749,E
2.64400717138828,4.1640843225373,E
4.19922715952919,4.64957025247221,E
2.85051507900096,6.84244890383995,E
2.53676555285658,5.2381279245934,E
4.56089812177156,5.33311251721021,E
3.19183143130689,5.5340472511891,E
3.41526792291462,4.93458896074368,E
3.20846265743421,5.29981758066685,E
2.2523997445039,4.6675418504626,E
4.41284512296304,2.78876029104701,E
0.753679604623918,5.06597464240702,E
1.63727537025662,3.91530076932203,E
1.98187074130545,4.83081004895542,E
3.5517281613124,4.94076994921878,E
3.3531131917321,4.57576718546038,E
2.82885109420163,5.74732421381325,E
2.00747544133141,3.13731905289337,E
3.82541800485414,4.99774301882856,E
2.92980888280444,4.51873000698185,E
3.62932889132929,6.31558000050594,E
1.37103122894651,4.25823001751129,E
3.13077562824614,6.30101332051142,E
2.61060746933645,4.37657070005804,E
2.18906975970024,3.16317131448496,E
1.64560369006831,4.68878398045858,E
2.02868481947497,3.876819950012,E
4.13529418381434,5.3431952371792,E
1.78309188036565,4.59781088330933,E
2.66675721208325,5.00325591080087,E
3.51489099468164,4.41865256382154,E
3.41551110020933,3.86658419254875,E
3.73410459687582,4.5339614612412,E
2.90431797082123,3.98125084717811,E
2.6691663087832,3.14145738509114,E
2.42619038346937,4.33938278223627,E
3.03154998329621,4.31471595654497,E
2.85960638432243,2.56325750290624,E
2.04455296700535,5.80105877920679,E
3.8159925683459,6.19805311678372,E
3.41828534392363,5.12101504670521,E
1.08676719112962,4.21057219775269,E
2.65031443546813,4.88826431480513,E
3.57625569818915,3.20129513717786,E
3.02097957055525,5.04787560113937,E
2.91167241665502,4.34815230769562,E
5.6817035914371,4.87517905148981,E
3.76999599834171,4.40487857922688,E
3.01814484592731,4.90823642133241,E
3.64503325891994,4.06907648644342,E
4.6787637100056,4.70867333655947,E
4.443958005876,5.43000404683621,E
2.05030713885666,2.4606513947429,E
3.90079969602149,4.40663528701185,E
3.63971355431085,4.79873964827882,E
4.34804539906689,6.58403398245104,E
2.14641763134218,4.14852200078063,E
1.40103581355031,6.24527496372522,E
3.82048117645114,6.20600720166603,E
3.28849948702392,4.90031783409212,E
2.30533116963124,6.51996933319632,E
3.16740358670636,5.83175621989511,E
3.46228944852553,3.58983673094536,E
2.03012034854991,5.30909942858473,E
3.16948956701808,3.69795160721157,E
2.89417284072799,5.76135547023331,E
2.91448167852098,4.97973989580941,E
2.98407575470344,3.61882625292289,E
4.47114327919141,5.00620134980074,E
3.67862583142147,3.71385782429243,E
1.9608414040974,5.61105579075639,E
2.75005917485956,5.42915693939685,E
3.42331880650081,4.67477434333871,E
4.24848794716757,4.35016646995458,E
3.99272378996233,6.67253123254156,E
2.40646681234947,5.34168453634469,E
2.83133809726075,5.01452736174829,E
3.50917564336508,5.6039255590261,E
2.67341254810372,4.47220180894708,E
2.16448201157914,6.28454366761149,E
2.60932013796227,4.36953270386472,E
3.56710484494838,3.25256980108211,E
3.13522823144969,5.73623289928778,E
3.74169760929742,4.12915109051652,E
3.41915918827412,5.47136508295936,E
4.64091926442174,6.32472019087452,E
1.87606431175539,5.86658108181748,E
4.03554747303403,4.20424624586001,E
1.01864735616351,4.94505934289722,E
1.83979172747758,4.09187231944432,E
3.44717315959952,6.41305311509043,E
4.31270665444517,6.80792188653433,E
2.7240305558362,4.58907648729048,E
2.0564331097435,5.21448925426559,E
3.10060184271392,5.80814242726382,E
1.37441665091139,1.95153653605152,E
1.57544512133124,4.843278384439,E
4.91564836007402,6.25191982223623,E
2.62656309927123,5.65290509728844,E
4.58206198109716,3.73855419656191,E
3.82981783990119,3.03338287013119,E
3.96297390648076,5.67343107508208,E
4.1353227051623,4.06045547083132,E
2.64915148204689,4.89716384902721,E
2.58567357561727,4.06360104817867,E
3.60992793718799,4.75710347437827,E
4.01049131968166,4.34703556737377,E
4.76300296859366,5.66572594481214,E
2.68945048616784,4.13349016673473,E
2.79314863783601,5.07287720983929,E
2.39161404920962,4.73446606586465,E
3.57435669143526,4.86655096118586,E
2.10341676475698,5.0813624743984,E
2.65774829760433,3.73813550219128,E
5.37091888426237,4.57846590035532,E
2.77291576128178,4.32005948055915,E
2.52812807034684,5.05781185278763,E
2.44878411310922,2.95603600913373,E
4.14417488916785,5.12288014398217,E
4.6903316729408,5.10493804903962,E
3.61840257554727,5.96532272332517,E
4.48319054803972,5.67708200259407,E
2.77675457034238,3.95224674821656,E
1.07635546602663,4.14268707260108,E
4.08605296621059,3.70444024756177,E
2.66070370950001,4.22190920255242,E
3.53548586779159,5.05626293545561,E
1.75753515023244,2.60334266468307,E
3.81545235832772,5.83762563607677,E
2.95633054257298,5.32234209633885,E
3.26043224611422,5.76010572665812,E
2.23107195693337,4.84160945496536,E
2.64266701249786,3.47415384494386,E
3.2691408575531,4.74945847931449,E
3.20889558644467,4.89144173916972,E
2.54028268992358,4.72280370769494,E
1.74863191584803,6.67898496812137,E
4.9449269642731,5.26532487139376,E
4.12663455803145,4.90284863897225,E
2.63054841271783,5.68910043585646,E
3.78790782971141,4.51735218760638,E
3.89655450201758,6.4300713335292,E
3.1915566573387,5.33089916217865,E
2.53520085142535,4.34735704510722,E
4.18976190461642,6.46366348503226,E
4.46837482101293,3.54072891673579,E
4.50739884386296,4.04683234390827,E
3.51016962604418,5.007043338775,E
3.40829437155935,3.53712383676568,E
5.23131225915261,3.38124029184043,E
3.56914236442576,3.4494520795154,E
4.80088105226199,4.46875520285158,E
3.7319433650887,5.88234652363519,E
2.4079010869832,4.0249296998991,E
2.93112615722461,5.16869859144307,E
2.46701769604494,4.68108375862947,E
2.22981167771664,4.80901960845751,E
2.87712308973728,4.36988768783276,E
2.95361669721474,5.15081156618429,E
3.70822004671293,4.83448455332556,E
2.83873978338861,4.71512756190782,E
4.29223507339976,5.9428149293932,E
3.46196292595241,3.81186763787577,E
3.65590978385251,5.56674391869626,E
3.55640394847698,4.63247504874731,E
4.02752035002492,5.47218361254405,E
4.79860939322704,6.98036945395223,E
2.78273656146639,4.98517596117964,E
2.83107847752335,6.23797145003299,E
4.90193710128441,4.16518755833053,E
5.25804739746612,1.63356503030995,E
1.98752742012805,7.06833188599846,E
2.11006047666243,5.09807758604091,E
3.79986254953666,6.35148126151575,E
3.5084010398145,4.89204680284519,E
2.66669835566123,4.35288025284828,E
4.52324891823895,5.31728805127486,E
3.59300839458085,4.08809766516964,E
3.692661886908,3.73368928022988,E
3.37086703673387,4.6982677822762,E
2.03788245568098,5.09460454734264,E
4.74133438040854,4.31400142349658,E
1.97908692101117,7.26959400085522,E
3.27842010600822,3.4321084536812,E
2.5987932123171,5.19295423717388,E
2.34073961306695,3.6864594781962,E
3.25993348732829,5.70423717259096,E
3.17129097310539,5.30824978917593,E
3.14988484236827,4.34642985838156,E
2.22467378380361,4.53259292988593,E
3.46498941936672,4.68265195273009,E
5.07776228938956,5.0721255652548,E
1.79677102595743,4.50046656287067,E
1.3990673822884,5.19439914846835,E
1.48762784410072,5.48269049515496,E
1.43432143594313,3.94114110283273,E
2.04029265678299,4.80397565057486,E
3.57763748767453,5.2719985850113,E
3.3590747691863,6.05605682360474,E
4.12846075633802,3.91295896292198,E
2.04675093712728,5.33823830052809,E
2.17878056140002,4.27753702029301,E
2.77552937095112,2.79821235978004,E
4.54372953744457,1.87803196569403,E
3.36956157678332,3.15206711537009,E
2.29396090434334,5.15816629023917,E
4.03772334653,4.79622795289839,E
2.8811360899235,5.44960450660488,E
4.56063670121005,5.06972148420397,E
3.30176170259463,3.5471351787501,E
4.41314282149074,4.14891064793348,E
5.82199695965318,5.28081255076269,E
2.53571306597066,5.67376117247174,E
4.13108536971762,6.32697577239007,E
4.72083143304715,3.81115682013154,E
3.84453038957568,4.74716757732323,E
4.80264583788533,4.13296783440471,E
4.01216139898429,5.21770667259104,E
3.87432112532736,4.60001853805043,E
1.37080903326498,4.43709176104577,E
3.1877772175746,7.08920873345763,E
2.68392714817051,4.19256171084835,E
2.97156717277417,3.94023367369005,E
4.07399328160008,5.3606573615595,E
3.82647722924774,7.01776947895641,E
1.25194939204582,2.70084816252064,E
2.88944374458512,5.12056051377054,E
3.4150343126367,6.76252374628539,E
3.73128517192433,4.08430083405356,E
4.7911383777245,5.35662369842379,E
4.11892989515512,5.06919449717063,E
2.69458961502309,5.67970482270564,E
3.4282019320676,5.0152018950004,E
4.35961253014483,3.97386483263562,E
2.10318646289497,3.71168031085773,E
3.31760044131072,5.37984897776975,E
2.84700004712204,5.69482444619375,E
2.01676411101613,3.78020569037475,E
3.99721828162794,5.16309388997793,E
0.322165104413088,2.68051658187896,E
3.10191752844494,5.6950793106075,E
3.55059761911945,4.43610137636062,E
4.71113966133439,4.86174431037127,E
4.6474237048757,4.23072701234168,E
4.92345119586189,3.94727638218788,E
3.72540236003213,4.48284908955156,E
2.33049157928003,2.5349372167299,E
5.09028463327244,4.4800553204347,E
4.57590383323431,2.88268281866289,E
1.8961488037858,4.45195918386726,E
3.51649441771771,5.38658048396402,E
4.13011596922555,3.49170661787983,E
1.88290693040947,5.03371071775012,E
4.02092168682185,4.37325454895487,E
5.67891749181416,4.77105103489214,E
4.66438965779009,4.99362288702565,E
2.79174567148255,4.65817965759089,E
3.03759210898039,4.22574575503053,E
4.70057238388244,4.35656405819497,E
3.21961031155136,6.66492724736899,E
4.38896282089601,4.95804835051562,E
3.90274451544038,5.04403606940617,E
2.24108521968431,5.62913760362679,E
1.95933088568231,5.54649386322567,E
5.08161741030488,4.49589745046657,E
4.31537954531175,5.75511402449384,E
4.92584296859203,4.07795049941149,E
5.66697395329942,3.71596888983832,E
2.83555439761249,5.98967499317048,E
3.98052325461657,4.69504097139831,E
3.80399026098533,4.30351993214453,E
-0.137688209236567,5.80058015140983,E
3.99978836432483,5.1509136775482,E
3.59307543268195,4.68651609947986,E
3.39233847371289,2.8948344331902,E
2.96856833279174,5.07289909703994,E
1.6695238424545,5.93632250313373,E
2.18016099024877,4.55001061522419,E
2.86834518789895,5.54892069844456,E
2.2151071213103,4.27220322738646,E
2.13836079216226,4.85242611420088,E
2.94506449295385,4.67572338002487,E
2.94320869417826,4.31496106136928,E
3.59256300702812,3.93694586615331,E
2.50757381443435,3.27810291575777,E
3.95892457721941,4.27731182063486,E
2.21033223745641,4.0163757869058,E
4.16128964178168,7.01674916803027,E
2.94109379472402,4.67374948762324,E
2.83812963644921,4.27117737444668,E
3.80120766454554,3.83337482591915,E
2.95528942890987,5.24497401604398,E
2.94186500337441,5.1512512728327,E
2.33552723449088,4.91852037965341,E
2.35966029014815,3.7210138543029,E
2.92740657564108,4.18873740041149,E
3.25141442299313,5.41945554087884,E
2.58871364562425,4.56503228349347,E
3.18571503718834,5.73069474516547,E
3.56838626158212,3.97085140460456,E
2.76833564143246,5.09030791277684,E
4.03630490384154,5.60193988816642,E
2.07307743727517,4.88471505597999,E
4.79579477104102,4.94556867776218,E
4.70631014881885,4.80770401630107,E
2.93237948301064,4.7843470428872,E
2.32856901892996,3.32745910091386,E
5.40432583960923,5.11689921916937,E
2.91922250882266,3.05869244978378,E
3.21384575650758,4.7515044289125,E
2.95039646138154,5.60953257740773,E
3.90684992388135,4.26362032472943,E
1.67544368999004,4.34995879058375,E
2.2976355262853,5.46329728585865,E
2.86878315413701,6.08852552537492,E
2.9475231951662,4.13227998292847,E
3.14153665442889,4.34365076546104,E
3.32269454112532,2.56699777936591,E
3.94561057866065,4.36568961687738,E
2.66478724922978,4.0339807552176,E
2.25011053811757,5.16376651301943,E
2.87287368336714,6.25169023476321,E
3.83734711676813,5.0322102878105,E
2.69771348985568,5.10841460745988,E
2.43847137835231,4.32316377225887,E
1.83679366985842,4.972574170577,E
3.60599397982127,5.20246089364038,E
3.69324655152219,5.68909969285884,E
2.5151409120308,4.05969816744269,E
1.76619877626241,4.68914748463733,E
3.41324670271461,3.89376347282676,E
3.01194454235885,5.69790586174618,E
2.60602858569045,3.30826613417586,E
5.41559516937314,5.39781145183084,E
4.64062343037159,5.62557579493891,E
3.9559752785074,5.86742820843495,E
4.30357149092431,3.92561038637169,E
3.25210557535034,4.40232657703109,E
4.4581315637309,3.92284828241891,E
3.51570646753472,5.6064584588937,E
2.22869290748674,4.88571998674425,E
3.51397930078698,5.8153679598781,E
5.00600930050375,6.02153605222767,E
4.04507495047682,4.26136410401057,E
2.46861051282201,3.70162976799732,E
2.79931800001299,5.76541814565714,E
3.05067675150607,5.29907112955733,E
3.5493523965342,4.63033142126208,E
2.32245114684495,3.89999304646514,E
4.17909071243127,5.76733021830987,E
3.07383170828545,5.76638251662852,E
3.69980363152432,4.38114988290707,E
2.27625406080395,4.01884633000911,E
3.81896465292601,4.23255759220761,E
1.75943588830703,4.44996277140051,E
2.27063866435593,3.45942195802728,E
4.94569056213152,4.87711622007421,E
4.15927565127294,3.98247679495712,E
1.64897431955095,4.22296807193545,E
1.10944007312275,4.26887633086073,E
3.39980844474107,6.50494000726782,E
3.06720560799297,4.36346371769083,E
3.84986424494337,4.31379593799856,E
2.98782371889879,2.60893309135908,E
4.68603936659423,4.63752903261332,E
3.57665820626617,3.36678816395322,E
2.70354901066344,4.93018356809577,E
4.91326960175288,5.38358664440507,E
2.70173092489964,5.58350407608791,E
2.52999328110684,5.01060562040132,E
4.24892925513894,4.37968759024934,E
4.19503976331954,5.34827370304671,E
2.56315449188931,3.94263136336817,E
3.87539747585923,4.14172069242964,E
2.43249467677395,2.67497404402905,E
2.20987194295212,3.02328871646498,E
3.33233847741448,5.51792007567,E
2.09571411926996,6.2673584298854,E
3.86942948906682,4.86556386223925,E
4.21974987067374,5.64398246157294,E
1.46375150460785,4.26067702840738,E
2.13241080070109,5.76827709166939,E
2.95793801527624,7.11728082512003,E
5.01346786242134,3.46909502474923,E
2.97866008384361,5.38808823448069,E
3.5446108533718,4.00592441668982,E
3.11199488166914,5.35154673040924,E
2.84123041373728,4.97883555980203,E
3.90615901641326,5.40636327433793,E
3.02711525763202,5.12326561305517,E
3.35005774291337,4.96708815685922,E
1.38097897581702,5.84465863032547,E
3.40235996615772,4.38206353560526,E
2.1535936547171,4.45474686469185,E
2.60467791463262,5.21399162823166,E
4.63985321774882,3.87961643627467,E
1.28978426065469,3.96165655230388,E
4.82300543954475,6.23975383526156,E
2.2397184136146,3.81927163953319,E
3.93617350872553,4.32881368464521,E
3.41317836094788,3.65904689836542,E
3.90847160376073,4.3680479893416,E
3.31079016069212,3.19333115392698,E
3.72103609717746,5.73305393376319,E
4.83503250118341,4.28087563432684,E
1.57809804693536,6.75426827408774,E
3.06042342780109,5.05268598537179,E
4.61439280662335,5.18901798769808,E
1.89285106510983,4.52063516133838,E
2.9156326755219,5.02836847691419,E
4.98058028578148,6.46146809584875,E
3.5900726663296,4.29539285373839,E
2.62536311235206,6.04588015170556,E
2.37284596269107,4.87560702562214,E
2.88031028398585,4.03858352764384,E
2.17875753474375,5.89902115681861,E
3.83595633484389,5.45760998896125,E
4.4186476649981,5.16853154525031,E
3.51436280376518,6.00522973572454,E
3.5910797770143,3.36023540137881,E
5.09597728402155,4.97259046047301,E
3.36030682830199,4.4410465649735,E
4.15389038944427,5.13627909999346,E
1.80159456822325,5.3021918197737,E
3.73808782481695,5.39981102433072,E
2.83788337119628,3.69254399206475,E
3.04749391579697,5.5408911565171,E
2.71694463829417,5.34546672414941,E
2.99044542822973,3.12873498500576,E
1.69424299661328,5.29776851642151,E
4.43513655143486,5.4113404163957,E
4.08520389590087,5.68571567153175,E
2.3607822296729,4.24707133745799,E
2.23839227640875,4.51962551781926,E
3.08272203825228,3.10517312298573,E
4.8427383826011,4.95354819286199,E
3.28117218118065,6.00157628898169,E
5.00123174474486,4.74074014773044,E
3.73569064324131,5.35741051158618,E
5.47726195902416,4.07782111272089,E
4.24584294823909,4.69192403380459,E
2.82729219959354,6.13983718930913,E
2.86848907981788,4.55239208094255,E
2.69757091013293,4.22070662192371,E
1.72741583006125,7.27479488979941,E
3.26032244237269,5.43976980123622,E
1.79004253500908,2.46977814663909,E
3.52632683227773,3.47650524329092,E
3.23351503736901,1.94026598333219,E
2.75521169574614,3.56689726129257,E
2.57310388439211,4.9216816254993,E
4.15189878361439,4.79340930042859,E
3.44826037686889,5.7525818799883,E
1.91351917823489,4.56521373109119,E
3.94305885697388,4.79522379088652,E
1.57452784589661,4.44217941463463,E
2.8831659151879,4.42905602780997,E
5.33089243079838,4.56231194407419,E
3.39850567277765,3.28085170886398,E
2.1687062563768,6.53949161486748,E
2.30108018516851,4.57732271754356,E
5.07268716072771,3.98996276697272,E
4.73907036576181,6.67358124357049,E
3.29074544907777,2.65256961443276,E
3.69486568697169,5.66304285497752,E
1.62382434326795,5.56828266874469,E
1.35271643433126,3.19752628594923,E
2.67459230551787,4.7927093624735,E
3.83013420041303,2.46339479686121,E
3.15953745499486,5.97099754522302,E
4.24273863492596,5.62377033473599,E
2.79628941070225,4.73586356230541,E
3.38400963307437,6.08464668041727,E
3.91555657251801,6.01809306142813,E
2.70807246322587,4.23208579070908,E
3.39476861640731,6.07161188818049,E
2.05273908396952,3.90326458671455,E
3.32036702447288,4.72492483375591,E
3.11892198208741,5.88651613478747,E
2.31529846813106,6.34523215844096,E
1.74803730096213,5.88232632046747,E
2.48851089194205,5.24085905674692,E
2.37917466779,4.13143770120746,E
3.21105582958235,4.79642268374395,E
3.31726705666164,6.13248145983543,E
4.49687672914124,5.08840555732238,E
2.26865642032203,5.79713567654648,E
4.10641723289355,4.79506776998618,E
1.83278144537121,6.25334110609527,E
3.46193739760067,3.19095724067787,E
2.85519385029864,6.53802064060762,E
1.77693720852455,3.39594973071923,E
2.06606822450557,4.71159511514017,E
3.70971657963754,5.15112095836833,E
4.90476073551734,3.43547889589501,E
2.02004339843233,5.01586223538615,E
5.37625158709818,5.38277460021619,E
3.08348329747041,4.55415965028665,E
2.04030634064734,3.85943579078732,E
2.53258019263108,3.8361967119141,E
2.64104120802664,6.75948535802272,E
1.19337295078839,5.460051550848,E
3.823171094131,5.03360357658662,E
2.00418863807881,6.55440504580954,E
1.56540084876001,5.53448196950395,E
2.08810409763971,4.35957296766903,E
2.40372208236721,4.99016421547861,E
3.1347487665573,5.12318863631279,E
2.74322642317356,5.00089186489306,E
4.08578946904287,5.20716813607503,E
3.3542069570636,5.48315840028211,E
3.78191560340124,1.83829737150877,E
3.03699138686196,4.53101443737652,E
2.76804059153335,3.4388081750874,E
1.85086901211215,5.1709178329443,E
4.18543422441153,4.06986754216531,E
3.38748184704375,5.15471845599191,E
2.83664294719439,5.10208657769347,E
4.84735809460112,5.47586170183036,E
3.34948154367019,5.90646808498894,E
3.41784429741337,6.01798641601653,E
3.1717146716243,2.21157765045144,E
3.92551123192564,5.70759478074232,E
4.1604232405294,4.76670703364877,E
2.78903993385568,6.09378938882551,E
2.83785468021698,4.95706306453444,E
3.0033005350079,3.89083390825064,E
2.92891139667818,4.03623828160431,E
3.25124186481643,5.33136508804456,E
3.95815147517332,4.09795524807715,E
3.45778524259749,5.62878960383993,E
3.91827376825105,3.20475871738854,E
1.46230159950005,4.1931119795335,E
2.46304921608735,3.90463839948269,E
3.73862761203689,3.5872849596882,E
2.3001575452605,4.82588232641641,E
4.2339600383921,5.17279569894662,E
3.34371227373315,4.1836206440777,E
2.47498746348819,4.37627020202977,E
2.91376995948355,5.6951734271571,E
3.59007625438569,5.62236679640315,E
2.84112148539315,3.82110886275616,E
3.79733603592355,4.3414832496338,E
4.11024146245245,4.35108149283142,E
3.09284899175746,4.39453851792642,E
2.43646770285167,5.43431465329096,E
2.97878038166161,4.00284835541594,E
3.16898433973605,4.99374063391782,E
4.60504705056335,3.58275125510548,E
2.58710116136147,3.22599362630293,E
4.16223730157065,5.25866086958351,E
2.94543794739694,6.97573142408594,E
2.21424565916052,5.00162927229397,E
4.63636039747262,4.79134679884924,E
2.63723295647472,4.47741221553699,E
1.8697158635274,4.65189363776783,E
5.19308601087238,6.05196563492623,E
3.28429154108494,2.40051837106515,E
4.61810311738366,5.45803161264504,E
0.667188182133927,5.33157257004852,E
2.43302592751367,4.22030541514647,E
3.77110034635624,3.19001178927075,E
3.72319740985891,6.6689376418869,E
3.22472000952868,4.57479208754399,E
3.6185933597274,5.07309855827508,E
5.03111850239698,4.48718052830944,E
5.07735869171671,4.68492683893492,E
4.79258126118543,4.34941843883359,E
3.91852797484785,3.45815575400431,E
4.46726859501028,3.43357837329945,E
2.54424274264974,5.09585873960856,E
2.63494554078624,5.06771148421908,E
2.68255221132027,7.70896242130467,E
2.60550881376145,5.17526127514586,E
5.11307850456581,5.77932840745577,E
3.62667200615887,5.48777898319348,E
4.81750127026255,5.80341416097282,E
2.38598321184797,5.44772493345221,E
3.05586526223887,3.4919737670302,E
4.23982066543124,5.76013986297731,E
3.14780597837509,4.9734499852362,E
4.08531383747929,5.05741244933825,E
3.31289593185028,5.94975274735283,E
2.50436609015853,5.66164432334604,E
1.48014277090607,5.71659821176394,E
4.5452664514065,5.36934925257652,E
4.19053393535006,4.10575364298805,E
2.66918709854714,4.06511562713777,E
2.56676898369769,4.66319259909424,E
2.71557118362331,3.56451388541269,E
6.0817770693183,4.03461141578972,E
4.36956368541077,4.58248265902791,E
4.02206340273246,3.74187815576988,E
3.80487145544977,3.4179810974263,E
4.50024275792954,3.52977632144543,E
3.73047782695461,4.59025609888018,E
5.02053233154703,4.74714070566252,E
3.34035877619789,4.11034392387423,E
4.08835187348839,2.8930174906434,E
2.24516683352397,4.47603815947644,E
3.24548417502687,4.35436008960024,E
3.58037368445302,6.07317332114571,E
3.41985911227981,7.36183938494114,E
2.89604563549403,3.70236685922471,E
2.12535887383138,4.29105573356254,E
2.87087499976279,5.40351933528061,E
3.14605829974134,3.89117069997261,E
1.92707219466019,3.86860283019572,E
3.55271423613728,3.50390979047701,E
4.49644731019741,4.51838809474038,E
3.27503232476054,5.02932017886312,E
1.93043160607093,2.45669852616677,E
4.12719864279686,3.0893878187393,E
3.88043673857165,4.19084649317467,E
3.73545153208066,6.01467197480061,E
4.03522506191291,3.60333038208665,E
2.73378725070327,4.03333026444448,E
4.5095399601807,5.1652814792082,E
3.06884813618516,5.83171620945981,E
2.50213797725446,4.93542157260972,E
3.65144991186742,5.01761441546723,E
3.11921529809676,5.43376182599314,E
2.9591377894973,3.84789568814343,E
3.25052228772412,6.11765993028557,E
4.3298793543076,4.33040166511403,E
3.3219271976543,3.59641375326063,E
3.45832733316391,4.10309033668796,E
