,"-1,-1","-1,0","-1,1","0,-1","0,0","0,1","1,-1","1,0","1,1"
".x32y8|-2,2",-17.94108867905351,-19.11370618803475,-13.439,-17.458134171671,-19.202335569231277,-19.57608841724784,-19.418502629969602,0.0,-19.656631617970753
".x32y8|-2,3",0.0,-17.7123207545039,-19.528987130275375,-19.817519963685996,-16.8618940391,-19.57608841724784,0.0,-15.217031,-19.418502629969602
".x32y8|-2,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|-2,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|-1,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|-1,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|-1,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|-1,-2",-17.283734212517828,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
".x32y8|-1,-1",-19.749684449500677,-19.353891811077332,0.0,-19.921448327887212,0.0,0.0,-19.72187161055631,-19.656631617970753,0.0
".x32y8|-1,0",-9.835767967317395,-9.99999965204023,-9.202335569231277,-6.861894039100001,-6.861894039100001,-6.861894039100001,-6.861894039100001,-7.175704635190001,-6.861894039100001
".x32y8|-1,1",-19.749684449500677,-19.749684449500677,-19.72187161055631,-19.912720364319124,-19.72187161055631,-19.749684449500677,-19.618479575523054,-19.656631617970753,-19.774716004550612
".x32y8|-1,2",-19.690968456173678,-19.656631617970753,-19.774716004550612,-19.912720364319124,-19.57608841724784,-19.57608841724784,-19.817519963685996,-19.656631617970753,-19.656631617970753
".x32y8|-1,3",0.0,0.0,-19.418502629969602,-19.28210201230815,-16.8618940391,-19.57608841724784,0.0,0.0,-19.656631617970753
".x32y8|-1,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.458134171671
".x32y8|-1,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|0,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|0,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|0,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|0,-2",0.0,0.0,0.0,-1.9,-1.0,0.0,0.0,0.0,0.0
".x32y8|0,-1",-2.71,-2.71,-2.71,-7.94108867905351,-3.439,-3.439,-9.995432240925494,-2.71,-2.71
".x32y8|0,0",-9.749684449500679,-9.749684449500679,-9.749684449500679,-9.929303495098491,-9.749684449500679,-9.72187161055631,-9.797244404095549,-9.749684449500679,-9.749684449500679
".x32y8|0,1",99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
".x32y8|0,2",99.0,0.0,99.0,0.0,99.0,99.0,99.0,99.0,99.0
".x32y8|0,3",0.0,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0
".x32y8|0,4",0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0
".x32y8|0,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|1,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|1,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|1,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|1,-2",0.0,0.0,0.0,0.0,0.0,0.0,-17.94108867905351,0.0,0.0
".x32y8|1,-1",0.0,0.0,0.0,0.0,0.0,0.0,-15.939148282327011,-17.156972053527095,-1.0
".x32y8|1,0",0.0,0.0,0.0,0.0,0.0,0.0,-16.946631617970752,-16.908479575523057,-16.766652366972643
".x32y8|1,1",0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,99.0
".x32y8|1,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0
".x32y8|1,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0
".x32y8|1,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
".x32y8|1,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|2,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|2,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|2,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|2,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|2,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|2,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|2,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|2,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|2,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|2,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|2,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|3,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|3,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|3,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|3,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|3,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|3,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|3,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|3,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|3,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|3,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|3,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|4,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|4,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|4,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|4,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|4,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|4,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|4,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|4,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|4,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|4,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|4,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|5,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|5,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|5,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|5,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|5,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|5,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|5,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|5,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|5,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|5,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x32y8|5,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-5,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-5,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-5,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-5,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-5,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-5,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-5,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-5,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-5,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-5,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-5,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-4,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-4,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-4,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-4,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-4,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-4,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-4,1",0.0,0.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-4,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-4,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-4,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-4,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-3,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-3,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-3,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-3,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-3,-1",-16.513215599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-3,0",-1.0,-1.9,-3.439,-1.0,-1.9,-1.0,-1.0,0.0,-1.0
".x33y8|-3,1",0.0,0.0,-19.866972053527093,0.0,0.0,-14.685590000000001,0.0,0.0,0.0
".x33y8|-3,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-3,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-3,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-3,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-2,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-2,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-2,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-2,-2",0.0,0.0,0.0,-19.353891811077332,0.0,0.0,0.0,0.0,0.0
".x33y8|-2,-1",-17.17570463519,-17.7123207545039,0.0,-19.618479575523054,-11.9,0.0,-19.202335569231277,0.0,0.0
".x33y8|-2,0",-9.202335569231277,-1.9,-1.9,-2.71,-3.439,-2.71,-1.9,-2.71,-1.9
".x33y8|-2,1",-19.88027484817438,-19.953616023134124,-19.852191170585655,0.0,0.0,-14.685590000000001,0.0,0.0,0.0
".x33y8|-2,2",0.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-2,3",0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-2,4",0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-2,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-1,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-1,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-1,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-1,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|-1,-1",-18.86697205352709,-17.905810108684875,0.0,-16.941088679053507,0.0,0.0,-18.95361602313412,0.0,0.0
".x33y8|-1,0",-9.28210201230815,-1.9,-2.71,-8.784233454094307,-1.9,-1.9,-1.9,-3.439,-1.0
".x33y8|-1,1",99.0,99.0,99.0,99.0,99.0,99.0,0.0,99.0,99.0
".x33y8|-1,2",99.0,99.0,99.0,0.0,99.0,99.0,99.0,99.0,99.0
".x33y8|-1,3",0.0,0.0,99.0,0.0,99.0,99.0,0.0,99.0,0.0
".x33y8|-1,4",0.0,0.0,99.0,0.0,0.0,99.0,0.0,0.0,0.0
".x33y8|-1,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|0,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|0,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|0,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|0,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|0,-1",-5.6953279000000006,0.0,0.0,-1.0,-4.0951,0.0,-4.0951,-1.0,0.0
".x33y8|0,0",-3.439,-7.94108867905351,-1.0,-9.113706188034751,-2.71,-1.9,-1.9,-3.439,-1.0
".x33y8|0,1",99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
".x33y8|0,2",99.0,99.0,99.0,99.0,99.0,99.0,0.0,99.0,99.0
".x33y8|0,3",0.0,0.0,99.0,0.0,99.0,99.0,0.0,99.0,99.0
".x33y8|0,4",0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0
".x33y8|0,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|1,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|1,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|1,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|1,-2",0.0,0.0,0.0,0.0,0.0,0.0,-16.941088679053507,0.0,0.0
".x33y8|1,-1",0.0,0.0,0.0,-17.62898713027538,0.0,0.0,-16.884233454094307,0.0,0.0
".x33y8|1,0",-17.62898713027538,-17.67608841724784,-17.718479575523055,-17.75663161797075,-17.96697205352709,-17.67608841724784,-17.718479575523055,-17.67608841724784,-17.718479575523055
".x33y8|1,1",0.0,0.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
".x33y8|1,2",99.0,0.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
".x33y8|1,3",0.0,0.0,0.0,99.0,99.0,99.0,0.0,99.0,99.0
".x33y8|1,4",0.0,0.0,99.0,0.0,0.0,99.0,0.0,0.0,99.0
".x33y8|1,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|2,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|2,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|2,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|2,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|2,-1",0.0,0.0,0.0,0.0,0.0,0.0,-16.7123207545039,0.0,0.0
".x33y8|2,0",0.0,0.0,0.0,0.0,0.0,0.0,-18.690968456173678,-16.941088679053507,0.0
".x33y8|2,1",0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,99.0
".x33y8|2,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0
".x33y8|2,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0
".x33y8|2,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
".x33y8|2,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|3,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|3,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|3,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|3,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|3,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|3,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|3,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|3,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|3,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0
".x33y8|3,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
".x33y8|3,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|4,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|4,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|4,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|4,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|4,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|4,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|4,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|4,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|4,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|4,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|4,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|5,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|5,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|5,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|5,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|5,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|5,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|5,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|5,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|5,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|5,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x33y8|5,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-5,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-5,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-5,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-5,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-5,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-5,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-5,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-5,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-5,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-5,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-5,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-4,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-4,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-4,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-4,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-4,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-4,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-4,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-4,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-4,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-4,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-4,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-3,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-3,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-3,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-3,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-3,-1",-16.513215599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-3,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-3,1",0.0,0.0,-19.92930349509849,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-3,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-3,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-3,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-3,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-2,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-2,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-2,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-2,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-2,-1",99.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0
".x34y8|-2,0",-8.905810108684877,-1.0,-1.0,-1.0,-1.9,-1.0,-1.0,-1.0,0.0
