,"-1,-1","-1,0","-1,1","0,-1","0,0","0,1","1,-1","1,0","1,1"
".x4y23|0,1",-16.8618940391,-16.8618940391,-17.7123207545039,-17.94108867905351,-17.7123207545039,-17.94108867905351,-16.8618940391,-17.7123207545039,-16.513215599
".x4y23|0,2",-17.458134171671,-16.513215599,-15.6953279,-15.217031,-15.217031,-15.6953279,-16.12579511,-15.6953279,-16.513215599
".x4y23|0,3",-16.12579511,-15.6953279,-16.8618940391,-15.6953279,-16.8618940391,-17.94108867905351,-17.458134171671,-15.217031,-15.6953279
".x4y23|0,4",0.0,0.0,0.0,0.0,-16.8618940391,0.0,0.0,0.0,0.0
".x4y23|0,5",0.0,0.0,0.0,0.0,0.0,-13.439,0.0,0.0,0.0
".x4y23|1,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|1,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|1,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|1,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|1,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|1,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|1,1",-16.12579511,-15.6953279,-17.458134171671,-6.5132155990000005,-15.6953279,-15.6953279,-16.513215599,-16.513215599,-16.12579511
".x4y23|1,2",-17.7123207545039,-15.6953279,-15.217031,-16.513215599,-17.7123207545039,-15.217031,-15.6953279,-17.17570463519,-16.513215599
".x4y23|1,3",-16.12579511,-15.217031,-15.6953279,-16.513215599,-17.7123207545039,-16.8618940391,-15.217031,-15.217031,-16.513215599
".x4y23|1,4",0.0,0.0,-14.685590000000001,-15.6953279,-14.0951,0.0,-14.685590000000001,-15.217031,0.0
".x4y23|1,5",0.0,0.0,0.0,0.0,-17.94108867905351,-15.217031,0.0,0.0,0.0
".x4y23|2,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|2,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|2,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|2,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|2,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|2,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|2,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|2,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|2,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|2,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|2,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|3,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|3,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|3,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|3,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|3,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|3,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|3,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|3,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|3,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|3,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|3,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|4,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|4,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|4,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|4,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|4,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|4,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|4,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|4,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|4,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|4,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|4,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|5,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|5,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|5,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|5,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|5,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|5,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|5,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|5,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|5,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|5,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x4y23|5,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-5,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-5,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-5,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-5,-2",0.0,0.0,0.0,-17.151773930999106,0.0,-12.71,-15.217031,0.0,0.0
".x5y23|-5,-1",-14.0951,-14.0951,-14.685590000000001,-14.685590000000001,-13.439,-8.14697981114816,-14.0951,-14.0951,-8.332281830033345
".x5y23|-5,0",-14.685590000000001,-8.14697981114816,-14.0951,-14.0951,-8.14697981114816,-14.0951,-14.685590000000001,-7.94108867905351,-15.217031
".x5y23|-5,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-5,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-5,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-5,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-5,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-4,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-4,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-4,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-4,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-4,-1",-14.0951,-14.0951,-15.217031,-14.0951,-14.0951,-8.14697981114816,-14.685590000000001,-14.685590000000001,-14.685590000000001
".x5y23|-4,0",-14.0951,-8.14697981114816,-13.439,-12.71,-8.14697981114816,-14.685590000000001,-12.71,-7.458134171671,-14.0951
".x5y23|-4,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-4,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-4,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-4,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-4,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-3,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-3,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-3,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-3,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-3,-1",-14.0951,-15.217031,-17.458134171671,-16.513215599,-15.6953279,-14.0951,-14.0951,-14.0951,-16.513215599
".x5y23|-3,0",-14.685590000000001,-8.14697981114816,-14.0951,-15.217031,-8.14697981114816,-17.17570463519,-16.12579511,-7.458134171671,-8.332281830033345
".x5y23|-3,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-3,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-3,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-3,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-3,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-2,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-2,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-2,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-2,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-2,-1",-14.0951,-12.71,-7.458134171671,-7.94108867905351,-16.513215599,-15.217031,-14.685590000000001,-7.458134171671,-7.7123207545039
".x5y23|-2,0",-14.0951,-7.7123207545039,-14.0951,-15.217031,-7.7123207545039,-7.94108867905351,-7.7123207545039,-7.94108867905351,-14.685590000000001
".x5y23|-2,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-2,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-2,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-2,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-2,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-1,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-1,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-1,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-1,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-1,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-1,0",-15.217031,-7.7123207545039,-12.439000000000002,-7.7123207545039,-7.7123207545039,-14.0951,-7.7123207545039,-7.94108867905351,-15.6953279
".x5y23|-1,1",-15.217031,-8.49905364703001,-15.217031,-14.685590000000001,-16.12579511,-15.217031,-14.0951,-15.6953279,-16.12579511
".x5y23|-1,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-1,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-1,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|-1,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|0,-5",-17.7123207545039,-17.458134171671,-17.458134171671,-5.6953279000000006,-6.12579511,-6.12579511,-7.7123207545039,-7.7123207545039,-7.458134171671
".x5y23|0,-4",-17.94108867905351,-16.8618940391,-7.458134171671,-6.12579511,-6.12579511,-6.12579511,-7.7123207545039,-8.14697981114816,-6.861894039100001
".x5y23|0,-3",-17.94108867905351,-7.458134171671,-7.175704635190001,-6.5132155990000005,-6.12579511,-6.12579511,-7.458134171671,-6.5132155990000005,-6.861894039100001
".x5y23|0,-2",-7.458134171671,-7.458134171671,-7.175704635190001,-7.175704635190001,-6.861894039100001,-7.175704635190001,-7.175704635190001,-7.458134171671,-14.217031000000002
".x5y23|0,-1",-8.14697981114816,-7.458134171671,-7.458134171671,-7.175704635190001,-7.175704635190001,-7.7123207545039,-7.175704635190001,-7.7123207545039,-7.175704635190001
".x5y23|0,0",-7.94108867905351,-7.94108867905351,-15.217031,-7.94108867905351,-7.94108867905351,-15.217031,-14.217031000000002,-7.94108867905351,-16.513215599
".x5y23|0,1",-15.6953279,-17.7123207545039,-16.513215599,-17.458134171671,-16.513215599,-16.12579511,-16.513215599,-17.7123207545039,-16.12579511
".x5y23|0,2",-15.6953279,-17.7123207545039,-15.217031,-16.12579511,-17.94108867905351,-17.94108867905351,-17.7123207545039,-17.94108867905351,-16.8618940391
".x5y23|0,3",-14.0951,0.0,-13.439,-13.439,-14.0951,-14.0951,-14.0951,-14.0951,-14.685590000000001
".x5y23|0,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|0,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|1,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|1,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|1,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|1,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|1,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|1,0",-4.68559,-7.7123207545039,-17.94108867905351,-14.217031000000002,-7.709022642318708,-17.7123207545039,-12.439000000000002,-7.7123207545039,-16.8618940391
".x5y23|1,1",-16.513215599,-17.458134171671,-16.513215599,-17.458134171671,-17.94108867905351,-17.7123207545039,-16.513215599,-17.94108867905351,-16.513215599
".x5y23|1,2",-16.8618940391,-15.6953279,-16.12579511,-15.6953279,-16.8618940391,-16.513215599,-17.17570463519,-15.6953279,-15.6953279
".x5y23|1,3",-15.217031,-15.217031,-14.0951,-16.12579511,-14.685590000000001,-14.0951,-13.439,-14.0951,-14.0951
".x5y23|1,4",0.0,0.0,0.0,0.0,-16.12579511,0.0,-14.0951,-16.12579511,0.0
".x5y23|1,5",-16.8618940391,-16.513215599,0.0,0.0,0.0,0.0,0.0,-16.12579511,0.0
".x5y23|2,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|2,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|2,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|2,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|2,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|2,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|2,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|2,2",-15.217031,-15.6953279,-14.685590000000001,-15.217031,-15.217031,-15.6953279,-15.6953279,-15.217031,-16.513215599
".x5y23|2,3",-14.685590000000001,-14.685590000000001,-14.685590000000001,-17.7123207545039,-14.685590000000001,-16.298034861373715,-15.217031,-17.458134171671,-14.685590000000001
".x5y23|2,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|2,5",0.0,0.0,-15.217031,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|3,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|3,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|3,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|3,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|3,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|3,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|3,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|3,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|3,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|3,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|3,5",0.0,0.0,0.0,0.0,0.0,0.0,-17.458134171671,0.0,0.0
".x5y23|4,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|4,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|4,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|4,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|4,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|4,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|4,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|4,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|4,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|4,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|4,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|5,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|5,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|5,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|5,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|5,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|5,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|5,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|5,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|5,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|5,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x5y23|5,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x6y23|-5,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x6y23|-5,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x6y23|-5,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x6y23|-5,-2",-15.217031,-16.12579511,-17.17570463519,0.0,0.0,-13.439,-14.685590000000001,0.0,0.0
".x6y23|-5,-1",-15.217031,-14.0951,-8.332281830033345,-14.685590000000001,-13.439,-14.685590000000001,-14.0951,-14.685590000000001,-8.332281830033345
".x6y23|-5,0",-17.17570463519,-8.649148282327008,-14.685590000000001,-14.685590000000001,-8.649148282327008,-14.685590000000001,-14.685590000000001,-8.332281830033345,-16.12579511
".x6y23|-5,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x6y23|-5,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x6y23|-5,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x6y23|-5,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x6y23|-5,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x6y23|-4,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x6y23|-4,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x6y23|-4,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x6y23|-4,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
